*Resp. Cost Center,*Project Type,WBS: Reporting WBS,WBS: Reporting WBS Desc.|Time: Fiscal Year.Period,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021,4/1/2021,5/1/2021,6/1/2021,7/1/2021,8/1/2021,9/1/2021,10/1/2021,11/1/2021,12/1/2021,1/1/2022,2/1/2022,3/1/2022,4/1/2022,5/1/2022,6/1/2022,7/1/2022,8/1/2022,9/1/2022,10/1/2022,11/1/2022,12/1/2022,1/1/2023,2/1/2023,3/1/2023,4/1/2023,5/1/2023,6/1/2023,7/1/2023,8/1/2023,9/1/2023,10/1/2023,11/1/2023,12/1/2023,1/1/2024,2/1/2024,3/1/2024,4/1/2024,5/1/2024,6/1/2024,7/1/2024,8/1/2024,9/1/2024,10/1/2024,11/1/2024,12/1/2024,1/1/2025,2/1/2025,3/1/2025,4/1/2025,5/1/2025,6/1/2025,7/1/2025,8/1/2025,9/1/2025,10/1/2025,11/1/2025,12/1/2025,Overall Result
[-] Customer Service,E,UCUS.00000074.07.01,BU PROJECT FUNDING,-66250.00,-66250.00,-257108.00,-66250.00,-66250.00,-257108.00,-66250.00,-66250.00,-257108.00,-66250.00,-66250.00,-257108.00,-41666.00,-41666.00,-396666.00,-41666.00,-41666.00,-396666.00,-41666.00,-41666.00,-396666.00,-41666.00,-41666.00,-396674.00,-36666.00,-36666.00,-128166.00,-36666.00,-36666.00,-128166.00,-36666.00,-36666.00,-128166.00,-36666.00,-36666.00,-128166.00,-36666.00,-36666.00,-286666.00,-36666.00,-36666.00,-286666.00,-36666.00,-36666.00,-286666.00,-36666.00,-36666.00,-286674.00,-36666.00,-36666.00,-286666.00,-36666.00,-36666.00,-286666.00,-36666.00,-36666.00,-286666.00,-36666.00,-36666.00,-286674.00,-36666.00,-36666.00,-286666.00,-36666.00,-36666.00,-286666.00,-36666.00,-36666.00,-286666.00,-36666.00,-36666.00,-286674.00,-8604424.00
[-] Customer Service,E,UCUS.00000079.01.01,ACCOUNT SPECIALIST,75919.00,67127.00,76055.00,76055.00,72598.00,76055.00,79512.00,72598.00,76055.00,76055.00,72598.00,79512.00,67226.00,63806.00,75578.00,72292.00,69006.00,72292.00,72292.00,72292.00,72292.00,69006.00,72292.00,75578.00,69164.00,65969.00,78024.00,71239.00,74631.00,74631.00,71239.00,78024.00,74631.00,71239.00,74631.00,74631.00,76944.00,67736.00,79421.00,69768.00,80234.00,76745.00,73257.00,80234.00,73257.00,76745.00,76745.00,73257.00,80234.00,73257.00,74827.00,79048.00,82641.00,71861.00,82641.00,79048.00,75455.00,82641.00,75455.00,79048.00,82641.00,71861.00,77179.00,81419.00,81419.00,77718.00,85120.00,77718.00,81419.00,85120.00,74017.00,85120.00,5433401.00
[-] Customer Service,E,UCUS.00000090.01.01,COST & PERFORMANCE ADMIN BASE,1774.00,1542.00,1747.00,1747.00,1668.00,1747.00,1827.00,1668.00,1747.00,1747.00,1668.00,1827.00,1653.00,1574.00,1865.00,1784.00,1703.00,1784.00,1784.00,1784.00,1784.00,1703.00,1784.00,1865.00,1709.00,1630.00,1928.00,1760.00,1844.00,1844.00,1760.00,1928.00,1844.00,1760.00,1844.00,1844.00,1842.00,1674.00,1963.00,1725.00,1983.00,1897.00,1811.00,1983.00,1811.00,1897.00,1897.00,1811.00,1983.00,1811.00,1850.00,1954.00,2043.00,1776.00,2043.00,1954.00,1865.00,2043.00,1865.00,1954.00,2043.00,1776.00,1908.00,2013.00,2013.00,1921.00,2104.00,1921.00,2013.00,2104.00,1830.00,2104.00,132650.00
[-] Customer Service,E,UCUS.00000092.53.01,RESIDENTIAL MARKET BERS,117.00,101.00,115.00,115.00,110.00,115.00,120.00,110.00,115.00,115.00,110.00,120.00,109.00,104.00,123.00,117.00,112.00,117.00,117.00,117.00,117.00,112.00,117.00,123.00,112.00,107.00,127.00,116.00,121.00,121.00,116.00,127.00,121.00,116.00,121.00,121.00,121.00,110.00,129.00,113.00,130.00,125.00,119.00,130.00,119.00,125.00,125.00,119.00,130.00,119.00,122.00,128.00,134.00,117.00,134.00,128.00,123.00,134.00,123.00,128.00,134.00,117.00,125.00,132.00,132.00,126.00,138.00,126.00,132.00,138.00,120.00,138.00,8723.00
[-] Customer Service,E,UCUS.00000093.03.01,BUS MKT PRICING SERVICES SUPPORT,771.00,691.00,783.00,783.00,747.00,783.00,819.00,747.00,783.00,783.00,747.00,819.00,740.00,705.00,835.00,798.00,762.00,798.00,798.00,798.00,798.00,762.00,798.00,835.00,764.00,729.00,862.00,787.00,825.00,825.00,787.00,862.00,825.00,787.00,825.00,825.00,824.00,749.00,878.00,771.00,887.00,848.00,810.00,887.00,810.00,848.00,848.00,810.00,887.00,810.00,827.00,874.00,913.00,794.00,913.00,874.00,834.00,913.00,834.00,874.00,913.00,794.00,853.00,900.00,900.00,859.00,941.00,859.00,900.00,941.00,818.00,941.00,59324.00
[-] Customer Service,E,UCUS.00000093.48.01,BUS MKT SSDR SRV CNTR SUPP (O&M BASE),882.00,774.00,877.00,877.00,837.00,877.00,917.00,837.00,877.00,877.00,837.00,917.00,829.00,790.00,935.00,895.00,854.00,895.00,895.00,895.00,895.00,854.00,895.00,935.00,857.00,817.00,967.00,883.00,925.00,925.00,883.00,967.00,925.00,883.00,925.00,925.00,924.00,840.00,984.00,865.00,994.00,951.00,908.00,994.00,908.00,951.00,951.00,908.00,994.00,908.00,927.00,980.00,1024.00,891.00,1024.00,980.00,935.00,1024.00,935.00,980.00,1024.00,891.00,957.00,1009.00,1009.00,963.00,1055.00,963.00,1009.00,1055.00,917.00,1055.00,66522.00
[-] Customer Service,E,UCUS.00000094.01.01,DSM SYS & OPER EXCL ADMIN BASE,13327.00,11589.00,13130.00,13130.00,12533.00,13130.00,13727.00,12533.00,13130.00,13130.00,12533.00,13727.00,12419.00,11828.00,14010.00,13401.00,12792.00,13401.00,13401.00,13401.00,13401.00,12792.00,13401.00,14010.00,12839.00,12246.00,14484.00,13224.00,13854.00,13854.00,13224.00,14484.00,13854.00,13224.00,13854.00,13854.00,13838.00,12580.00,14750.00,12958.00,14901.00,14253.00,13605.00,14901.00,13605.00,14253.00,14253.00,13605.00,14901.00,13605.00,13897.00,14681.00,15348.00,13346.00,15348.00,14681.00,14014.00,15348.00,14014.00,14681.00,15348.00,13346.00,14334.00,15121.00,15121.00,14434.00,15809.00,14434.00,15121.00,15809.00,13747.00,15809.00,996679.00
[-] Customer Service,E,UCUS.00000095.01.01,CB OPERATIONS ADMIN,23727.00,20596.00,23372.00,23372.00,22297.00,23372.00,24447.00,22297.00,23372.00,23372.00,22297.00,24707.00,22080.00,21015.00,24944.00,23847.00,22751.00,23847.00,23847.00,23847.00,23847.00,22751.00,23847.00,25204.00,22825.00,21758.00,25785.00,23518.00,24651.00,24651.00,23518.00,25785.00,24651.00,23518.00,24651.00,24911.00,24619.00,22356.00,26260.00,23035.00,26532.00,25366.00,24200.00,26532.00,24200.00,25366.00,25366.00,24460.00,26532.00,24200.00,24725.00,26135.00,27336.00,23734.00,27336.00,26135.00,24935.00,27336.00,24935.00,26395.00,27336.00,23734.00,25511.00,26928.00,26928.00,25691.00,28164.00,25691.00,26928.00,28164.00,24454.00,28424.00,1775263.00
[-] Customer Service,E,UCUS.00000101.02.02,NETWORK OPERATIONS O&M,60038.00,52163.00,59470.00,60176.00,58246.00,60881.00,63515.00,58246.00,59974.00,59974.00,56836.00,71420.00,61364.00,58556.00,69678.00,67419.00,65161.00,68125.00,68125.00,68125.00,67218.00,64254.00,66714.00,62506.00,63594.00,60511.00,71888.00,66473.00,70238.00,70238.00,67179.00,73298.00,69332.00,66272.00,68828.00,61113.00,68417.00,62106.00,73149.00,65148.00,75293.00,72146.00,69000.00,75293.00,68093.00,71240.00,70736.00,56715.00,73580.00,67086.00,69005.00,73518.00,77464.00,67741.00,77464.00,74223.00,70075.00,76557.00,69572.00,51366.00,75751.00,65827.00,71127.00,75657.00,76362.00,73024.00,79700.00,73024.00,75456.00,78794.00,68275.00,54729.00,4859866.00
[-] Customer Service,E,UCUS.00000101.02.03,NOC OPERATIONS O&M,73346.00,63779.00,72262.00,72262.00,68977.00,72262.00,75547.00,68977.00,72262.00,72262.00,68977.00,75547.00,68352.00,65097.00,77107.00,73755.00,70402.00,73755.00,73755.00,73755.00,73755.00,70402.00,73755.00,77107.00,70661.00,67397.00,79713.00,72781.00,76247.00,76247.00,72781.00,79713.00,76247.00,72781.00,76247.00,76247.00,76160.00,69236.00,81180.00,71313.00,82010.00,78445.00,74879.00,82010.00,74879.00,78445.00,78445.00,74879.00,82010.00,74879.00,76484.00,80798.00,84471.00,73453.00,84471.00,80798.00,77125.00,84471.00,77125.00,69760.00,84471.00,73453.00,78888.00,83222.00,83222.00,79439.00,87005.00,79439.00,83222.00,87005.00,75656.00,75966.00,5463232.00
[-] Customer Service,E,UCUS.00000101.02.06,SM OPS O&M,62839.00,54828.00,61931.00,61931.00,59181.00,61931.00,64682.00,59181.00,61931.00,61931.00,59181.00,56133.00,58565.00,55843.00,65884.00,63082.00,60279.00,63082.00,63082.00,63082.00,63082.00,60279.00,63082.00,56373.00,60419.00,57694.00,67977.00,62189.00,65083.00,65083.00,62189.00,67977.00,65083.00,62189.00,65083.00,54493.00,64981.00,59203.00,69171.00,60937.00,69864.00,66888.00,63912.00,69864.00,63912.00,66888.00,66888.00,50169.00,69864.00,63912.00,65252.00,68852.00,71917.00,62722.00,71917.00,68852.00,65787.00,71917.00,65787.00,45594.00,71917.00,62722.00,67258.00,70875.00,70875.00,67718.00,74032.00,67718.00,70875.00,74032.00,64561.00,49717.00,4594207.00
[-] Customer Service,E,UCUS.00000101.60.01,SMART METER STRATEGIC INITIATIVES,62610.00,54443.00,61684.00,61684.00,61214.00,65107.00,68066.00,62147.00,61684.00,61684.00,58880.00,64488.00,58335.00,55558.00,65808.00,62947.00,62547.00,66332.00,66332.00,66332.00,62947.00,60086.00,62947.00,65808.00,60298.00,57513.00,68022.00,62107.00,67685.00,68456.00,65344.00,71568.00,65064.00,62107.00,65064.00,65065.00,64987.00,59079.00,69270.00,60851.00,72749.00,70322.00,67126.00,73519.00,63894.00,66936.00,66936.00,62054.00,69979.00,63894.00,65263.00,68944.00,75156.00,65755.00,75618.00,72330.00,65810.00,72078.00,65810.00,56679.00,72078.00,62677.00,67315.00,71013.00,74091.00,71017.00,77781.00,71017.00,71013.00,74240.00,64557.00,61975.00,4731772.00
[-] Customer Service,E,UCUS.00000109.03.01,BASE ADMIN CUST CARE QA,43683.00,38917.00,44062.00,44062.00,42070.00,44062.00,46055.00,42070.00,44062.00,44062.00,42070.00,46058.00,41635.00,39663.00,46938.00,44908.00,42877.00,44908.00,44908.00,44908.00,44908.00,42877.00,44908.00,46942.00,42988.00,41013.00,48465.00,44271.00,46368.00,46368.00,44271.00,48465.00,46368.00,44271.00,46368.00,46372.00,46298.00,42110.00,49334.00,43366.00,49837.00,47680.00,45523.00,49837.00,45523.00,47680.00,47680.00,45527.00,49837.00,45523.00,46494.00,49103.00,51325.00,44660.00,51325.00,49103.00,46882.00,51325.00,46882.00,49107.00,51325.00,44660.00,47948.00,50569.00,50569.00,48281.00,52858.00,48281.00,50569.00,52858.00,45993.00,52861.00,3335932.00
[-] Customer Service,E,UCUS.00000118.02.01,BACK OFFICE MIAMI PEAK,103581.00,89677.00,101488.00,101809.00,96735.00,102211.00,107842.00,101202.00,106092.00,104191.00,99258.00,108225.00,96534.00,91344.00,107983.00,103688.00,98528.00,104090.00,105191.00,107612.00,107971.00,101454.00,105668.00,110189.00,99575.00,94363.00,111402.00,102194.00,106416.00,107361.00,103697.00,115648.00,111242.00,104576.00,108939.00,108844.00,107067.00,96844.00,113469.00,100103.00,114254.00,110302.00,106504.00,118722.00,109284.00,112282.00,111880.00,106886.00,115074.00,104569.00,106949.00,113092.00,117592.00,103407.00,119638.00,117016.00,112331.00,120518.00,110029.00,114977.00,113656.00,98438.00,105706.00,111735.00,111192.00,107156.00,118220.00,110677.00,116018.00,119099.00,103752.00,118602.00,7733858.00
[-] Customer Service,E,UCUS.00000118.02.02,BACK OFFICE WPB PEAK,2411.00,1703.00,1813.00,2135.00,1591.00,2537.00,3637.00,6058.00,6418.00,4517.00,4115.00,4020.00,2411.00,1703.00,1813.00,2135.00,1591.00,2537.00,3637.00,6058.00,6418.00,4517.00,4115.00,4020.00,2411.00,1703.00,1813.00,2135.00,1591.00,2537.00,3637.00,6058.00,6418.00,4517.00,4115.00,4020.00,2411.00,1703.00,1813.00,2135.00,1591.00,2537.00,3637.00,6058.00,6418.00,4517.00,4115.00,4020.00,2411.00,1703.00,1813.00,2135.00,1591.00,2537.00,3637.00,6058.00,6418.00,4517.00,4115.00,4020.00,2411.00,1703.00,1813.00,2135.00,1591.00,2537.00,3637.00,6058.00,6418.00,4517.00,4115.00,4020.00,245726.00
[-] Customer Service,E,UCUS.00000118.03.01,BACK OFFICE ORS BASE,20406.00,17745.00,20105.00,20105.00,19191.00,20105.00,21018.00,19191.00,20105.00,20105.00,19191.00,21018.00,18984.00,18080.00,21414.00,20483.00,19552.00,20483.00,20483.00,20483.00,20483.00,19552.00,20483.00,21414.00,19597.00,18690.00,22105.00,20183.00,21144.00,21144.00,20183.00,22105.00,21144.00,20183.00,21144.00,21144.00,21110.00,19191.00,22513.00,19763.00,22728.00,21739.00,20751.00,22728.00,20751.00,21739.00,21739.00,20751.00,22728.00,20751.00,21203.00,22387.00,23405.00,20352.00,23405.00,22387.00,21369.00,23405.00,21369.00,22387.00,17186.00,12786.00,13732.00,14486.00,14486.00,13828.00,15145.00,13828.00,14486.00,15145.00,13169.00,15145.00,1423019.00
[-] Customer Service,E,UCUS.00000120.01.01,CHANGE MANAGEMENT,45637.00,39684.00,45119.00,44961.00,42918.00,44961.00,47005.00,42918.00,44961.00,44961.00,42918.00,32476.00,42515.00,40490.00,48283.00,45875.00,43790.00,45875.00,45875.00,45875.00,45875.00,43790.00,45875.00,28260.00,43992.00,41964.00,49956.00,45312.00,47469.00,47469.00,45312.00,49627.00,47469.00,45312.00,47469.00,22196.00,47469.00,43153.00,50892.00,44448.00,51116.00,48894.00,46671.00,51116.00,46505.00,49060.00,48894.00,13882.00,51163.00,46715.00,47686.00,50407.00,52698.00,45825.00,52698.00,50407.00,48116.00,52698.00,48286.00,8925.00,52718.00,45841.00,49208.00,51938.00,51938.00,49577.00,54299.00,49577.00,51938.00,54299.00,47216.00,10996.00,3241711.00
[-] Customer Service,E,UCUS.00000121.01.01,STRATEGIC INITIATIVES,109855.00,95526.00,108231.00,108231.00,103311.00,108231.00,113150.00,103311.00,108231.00,108231.00,103311.00,113150.00,102362.00,97487.00,115376.00,110359.00,105343.00,110359.00,110359.00,110359.00,110359.00,105343.00,110359.00,115376.00,105721.00,100686.00,119066.00,108713.00,113890.00,113890.00,108713.00,119066.00,113890.00,108713.00,113890.00,113890.00,113756.00,103414.00,122200.00,106261.00,122200.00,116887.00,111574.00,122200.00,111574.00,116887.00,116887.00,111574.00,122200.00,111574.00,114562.00,120018.00,125473.00,109107.00,125473.00,120018.00,114562.00,125473.00,114562.00,120018.00,125859.00,109453.00,118139.00,123623.00,123616.00,118010.00,129242.00,117997.00,123630.00,129242.00,112377.00,129249.00,8185226.00
[-] Customer Service,E,UCUS.00000121.04.01,BACK OFFICE,62754.00,56154.00,63622.00,63622.00,60730.00,63622.00,66514.00,60730.00,63622.00,63622.00,60730.00,66514.00,60179.00,57314.00,67888.00,64936.00,61985.00,64936.00,64936.00,64936.00,64936.00,61985.00,64936.00,67888.00,62213.00,59339.00,70182.00,64079.00,67131.00,67131.00,64079.00,70182.00,67131.00,64079.00,67131.00,67131.00,67054.00,60958.00,71473.00,62787.00,72205.00,69066.00,65926.00,72205.00,65926.00,69066.00,69066.00,65926.00,72205.00,65926.00,67339.00,71138.00,74371.00,64671.00,74371.00,71138.00,67904.00,74371.00,67904.00,71138.00,74371.00,64671.00,69456.00,73272.00,73272.00,69941.00,76602.00,69941.00,73272.00,76602.00,66611.00,76602.00,4827649.00
[-] Customer Service,E,UCUS.00000150.17.01,FO_MGA_SOUTH_BBASEAM1,121421.00,105584.00,119626.00,119626.00,114189.00,119626.00,125064.00,114189.00,119626.00,119626.00,114189.00,100169.00,85887.00,81798.00,96889.00,92677.00,88464.00,92677.00,103634.00,103634.00,103634.00,98923.00,103634.00,108345.00,99287.00,94701.00,112005.00,102266.00,107136.00,107136.00,102266.00,112005.00,107136.00,102266.00,107136.00,107136.00,107014.00,97285.00,114067.00,100204.00,115234.00,110224.00,105214.00,115234.00,105214.00,110224.00,110224.00,105214.00,115234.00,105214.00,107468.00,113531.00,118691.00,103210.00,118691.00,113531.00,108370.00,118691.00,108370.00,113531.00,118691.00,103210.00,110847.00,116937.00,116937.00,111621.00,122252.00,111621.00,116937.00,122252.00,106306.00,122252.00,7833347.00
[-] Customer Service,E,UCUS.00000151.01.01,FO_MGA_ADM_BASE_ADM1,21872.00,19019.00,21549.00,21549.00,20569.00,21549.00,22528.00,20569.00,21549.00,21549.00,20569.00,22528.00,20373.00,19403.00,22983.00,21983.00,20984.00,21983.00,22513.00,22513.00,22513.00,21490.00,22513.00,23536.00,21561.00,20565.00,24323.00,22208.00,23265.00,23265.00,22208.00,24323.00,23265.00,22208.00,23265.00,23265.00,23236.00,21123.00,24767.00,21757.00,25021.00,23933.00,22845.00,25021.00,22845.00,23933.00,23933.00,22845.00,25021.00,22845.00,23334.00,24651.00,25771.00,22410.00,25771.00,24651.00,23530.00,25771.00,23530.00,24651.00,25771.00,22410.00,24068.00,25390.00,25390.00,24236.00,26544.00,24236.00,25390.00,26544.00,23082.00,26544.00,1664704.00
[-] Customer Service,E,UCUS.00000154.16.01,FO_MGA_WEST_BBASEAM1,83698.00,73610.00,83400.00,83400.00,79609.00,83400.00,87191.00,79609.00,83400.00,83400.00,79609.00,87191.00,70775.00,67018.00,79682.00,76147.00,72612.00,76147.00,83126.00,83126.00,83126.00,79274.00,83126.00,86978.00,79566.00,75815.00,89966.00,82001.00,85984.00,85984.00,82001.00,89966.00,85984.00,82001.00,85984.00,85984.00,85886.00,77930.00,91653.00,80317.00,92608.00,88511.00,84414.00,92608.00,84414.00,88511.00,88511.00,84414.00,92608.00,84414.00,86258.00,91215.00,95435.00,82775.00,95435.00,91215.00,86995.00,95435.00,86995.00,91215.00,95435.00,82775.00,89021.00,94000.00,94000.00,89654.00,98347.00,89654.00,94000.00,98347.00,85307.00,98347.00,6168554.00
[-] Customer Service,E,UCUS.00000155.16.01,FO_MGA_SOUTHEAST_BBASEAM1,87399.00,75999.00,86107.00,86107.00,82193.00,86107.00,90021.00,82193.00,86107.00,86107.00,82193.00,90021.00,81448.00,77569.00,91881.00,87886.00,83891.00,87886.00,95773.00,95773.00,95773.00,91420.00,95773.00,100126.00,91756.00,87518.00,103509.00,94509.00,99009.00,99009.00,94509.00,103509.00,99009.00,94509.00,99009.00,99009.00,98896.00,89906.00,105414.00,92603.00,106493.00,101863.00,97233.00,106493.00,97233.00,101863.00,101863.00,97233.00,106493.00,97233.00,99316.00,104919.00,109688.00,95381.00,109688.00,104919.00,100150.00,109688.00,100150.00,104919.00,109688.00,95381.00,102439.00,108066.00,108066.00,103154.00,112979.00,103154.00,108066.00,112979.00,98242.00,112979.00,6985443.00
[-] Customer Service,E,UCUS.00000172.01.01,FO_FSO_ADMIN_BASE_ADMIN,30104.00,26161.00,29657.00,29657.00,28303.00,29979.00,31347.00,28610.00,29979.00,29979.00,28610.00,31347.00,28005.00,26666.00,31608.00,30229.00,28849.00,30557.00,30557.00,30557.00,30557.00,29162.00,30557.00,31951.00,28915.00,27574.00,32636.00,29787.00,31211.00,31550.00,30110.00,32990.00,31550.00,30110.00,31550.00,31550.00,31158.00,28314.00,33220.00,29167.00,33562.00,32445.00,30965.00,33926.00,30965.00,32445.00,32445.00,30965.00,32846.00,29478.00,30113.00,31819.00,33271.00,29204.00,33605.00,32138.00,30671.00,33605.00,30671.00,32138.00,34082.00,29995.00,32225.00,34003.00,34003.00,32803.00,35940.00,32803.00,34372.00,35940.00,31234.00,35940.00,2244997.00
[-] Customer Service,E,UCUS.00000218.01.01,CUSTOMER INSIGHTS & POLICY,25777.00,22414.00,25396.00,25396.00,27385.00,28689.00,29993.00,24241.00,25396.00,25396.00,24241.00,26550.00,24021.00,22877.00,27075.00,25898.00,27920.00,29250.00,29250.00,25898.00,25898.00,24721.00,25898.00,27075.00,24812.00,23630.00,27944.00,25514.00,30183.00,30183.00,28811.00,27944.00,26729.00,25514.00,26729.00,26729.00,26699.00,24271.00,28680.00,24939.00,32384.00,30976.00,29568.00,28680.00,26186.00,27433.00,27433.00,26186.00,28680.00,26186.00,26888.00,28168.00,33252.00,28914.00,33252.00,28168.00,26888.00,29449.00,26888.00,28168.00,29545.00,25685.00,27733.00,29020.00,29734.00,31172.00,34142.00,27691.00,29030.00,30339.00,26372.00,30349.00,1980527.00
[-] Customer Service,E,UCUS.00000255.01.01,FO_CP_INSIDE_ACCT_SPECIALIST_BASE,54818.00,49985.00,56633.00,56633.00,54059.00,56633.00,59208.00,54059.00,56633.00,56633.00,54059.00,100798.00,93697.00,88977.00,105393.00,100811.00,96229.00,100811.00,100811.00,100811.00,100811.00,96229.00,100811.00,105393.00,96583.00,92121.00,108954.00,99480.00,104217.00,104217.00,99480.00,108954.00,104217.00,99480.00,104217.00,104217.00,130052.00,94635.00,110959.00,97474.00,112095.00,107221.00,102348.00,112095.00,102348.00,107221.00,107221.00,102348.00,112095.00,102348.00,104541.00,110438.00,115458.00,100398.00,115458.00,110438.00,105418.00,115458.00,105418.00,110438.00,115458.00,100398.00,107828.00,113751.00,113751.00,108581.00,118922.00,108581.00,113751.00,118922.00,103410.00,118922.00,7063266.00
[-] Customer Service,E,UCUS.00000291.01.01,FO_FSO_CONTRACTOR_BASE_ADMIN,12927.00,11241.00,12736.00,12736.00,12157.00,12736.00,13315.00,12157.00,12736.00,12736.00,12157.00,13315.00,12047.00,11473.00,13590.00,12999.00,12408.00,12999.00,12999.00,12999.00,12999.00,12408.00,12999.00,13590.00,12454.00,11879.00,14049.00,12828.00,13438.00,13438.00,12828.00,14049.00,13438.00,12828.00,13438.00,13438.00,13423.00,12203.00,14308.00,12569.00,14454.00,13826.00,13197.00,14454.00,13197.00,13826.00,13826.00,13197.00,14454.00,13197.00,13480.00,14241.00,14888.00,12946.00,14888.00,14241.00,13593.00,14888.00,13593.00,14241.00,14888.00,12946.00,13904.00,14668.00,14668.00,14001.00,15334.00,14001.00,14668.00,15334.00,13334.00,15334.00,966778.00
[-] Customer Service,E,UCUS.00000292.01.01,REPORTING & ANALYTICS,85088.00,65255.00,73900.00,73900.00,73696.00,77193.00,80691.00,70553.00,73900.00,73900.00,70553.00,77248.00,69887.00,66571.00,78741.00,75328.00,75115.00,78680.00,78680.00,75328.00,75328.00,71916.00,75328.00,78741.00,72157.00,68733.00,81234.00,74192.00,81166.00,81166.00,77489.00,81234.00,77713.00,74192.00,77713.00,77713.00,77616.00,70583.00,83359.00,72519.00,87062.00,83288.00,79514.00,83359.00,76132.00,79745.00,79745.00,76132.00,83359.00,76132.00,78164.00,81875.00,89388.00,77761.00,89388.00,81875.00,78164.00,85585.00,78164.00,81875.00,85568.00,74851.00,80324.00,84051.00,88266.00,83291.00,91663.00,80654.00,83639.00,87860.00,76845.00,87449.00,5655464.00
[-] Customer Service,E,UCUS.00000320.02.02,RMFO_CONTRACTOR_MR_BASE_O&M,10236.00,9389.00,10610.00,10610.00,10137.00,10610.00,11083.00,10137.00,10610.00,10610.00,10137.00,11083.00,10035.00,9567.00,11294.00,10812.00,10330.00,10812.00,10812.00,10812.00,10812.00,10330.00,10812.00,11294.00,10357.00,9888.00,11657.00,10662.00,11159.00,11159.00,10662.00,11657.00,11159.00,10662.00,11159.00,11159.00,11143.00,10149.00,11864.00,10447.00,11983.00,11471.00,10959.00,11983.00,10959.00,11471.00,11471.00,10959.00,11983.00,10959.00,11190.00,11809.00,12337.00,10754.00,12337.00,11809.00,11282.00,12337.00,11282.00,11809.00,12337.00,10754.00,11535.00,12157.00,12157.00,11614.00,12700.00,11614.00,12157.00,12700.00,11071.00,12700.00,802557.00
[-] Customer Service,E,UCUS.00000320.02.03,RMFO_CONTRACTOR_FC_BASE_O&M,10236.00,9389.00,10610.00,10610.00,10137.00,10610.00,11083.00,10137.00,10610.00,10610.00,10137.00,11083.00,10035.00,9567.00,11294.00,10812.00,10330.00,10812.00,10812.00,10812.00,10812.00,10330.00,10812.00,11294.00,10357.00,9888.00,11657.00,10662.00,11159.00,11159.00,10662.00,11657.00,11159.00,10662.00,11159.00,11159.00,11143.00,10149.00,11864.00,10447.00,11983.00,11471.00,10959.00,11983.00,10959.00,11471.00,11471.00,10959.00,11983.00,10959.00,11190.00,11809.00,12337.00,10754.00,12337.00,11809.00,11282.00,12337.00,11282.00,11809.00,12337.00,10754.00,11535.00,12157.00,12157.00,11614.00,12700.00,11614.00,12157.00,12700.00,11071.00,12700.00,802557.00
[-] Customer Service,E,UCUS.00000324.01.01,FO_MGA_NORTH_BBASEMAJ1,109177.00,94937.00,107563.00,107563.00,102674.00,107563.00,112452.00,102674.00,107563.00,107563.00,102674.00,87558.00,74477.00,70931.00,84017.00,80364.00,76711.00,80364.00,90217.00,90217.00,90217.00,86116.00,90217.00,94318.00,86433.00,82440.00,97504.00,89026.00,93265.00,93265.00,89026.00,97504.00,93265.00,89026.00,93265.00,93265.00,93159.00,84690.00,99299.00,87231.00,100315.00,95954.00,91592.00,100315.00,91592.00,95954.00,95954.00,91592.00,100315.00,91592.00,93555.00,98832.00,103325.00,89847.00,103325.00,98832.00,94340.00,103325.00,94340.00,98832.00,103325.00,89847.00,96496.00,101797.00,101797.00,97170.00,106424.00,97170.00,101797.00,106424.00,92543.00,106424.00,6854733.00
